postalCode,City,State,Region,NeighborhoodType,Diversity,Politics,ageTwentyTwoToThirtyFour,ageThirtyFiveToFiftyFour,ageFiftyFiveToSeventyFour,twoByThreeToFourByFiveBed,twoByThreeBed,fourByFiveBed,bestSchool
60301,"Oak Park, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,26%,28%,23%,$403k - $525k,"$403,310 ","$524,722 ",
60302,"Oak Park, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,32%,21%,$373k - $738k,"$373,445 ","$737,945 ",
60304,"Oak Park, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,15%,31%,20%,$390k - $567k,"$390,378 ","$567,493 ",
60305,"River Forest, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,9%,28%,25%,$421k - $931k,"$421,495 ","$931,060 ",
60402,"Berwyn, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,19%,29%,18%,$276k - $337k,"$275,995 ","$336,826 ",
60403,"Crest Hill, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,19%,26%,23%,$217k - $308k,"$217,267 ","$307,936 ",
60404,"Shorewood, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,13%,28%,23%,$261k - $397k,"$261,194 ","$397,030 ",
60406,"Blue Island, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,19%,25%,18%,$162k - $191k,"$161,649 ","$191,404 ",
60409,"Calumet City, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,26%,19%,$127k - $163k,"$126,838 ","$163,029 ",
60410,"Channahon, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Conservative,13%,29%,19%,$240k - $341k,"$240,085 ","$341,437 ",
60411,"Chicago Heights, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,18%,25%,19%,$113k - $194k,"$113,258 ","$193,887 ",
60415,"Chicago Ridge, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,20%,23%,19%,$192k - $282k,"$191,798 ","$281,966 ",
60417,"Crete, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,13%,24%,29%,$194k - $304k,"$194,408 ","$304,192 ",
60419,"Dolton, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,25%,24%,$122k - $166k,"$122,246 ","$165,685 ",
60423,"Frankfort, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,11%,30%,24%,$295k - $516k,"$294,650 ","$515,629 ",
60425,"Glenwood, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,15%,27%,23%,$154k - $216k,"$153,565 ","$215,952 ",
60426,"Harvey, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,28%,19%,$75k - $114k,"$75,133 ","$114,457 ",
60428,"Markham, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,14%,22%,23%,$108k - $149k,"$108,220 ","$149,102 ",
60429,"Hazel Crest, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,15%,26%,23%,$121k - $197k,"$120,874 ","$196,908 ",
60431,"Joliet, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,19%,28%,18%,$239k - $346k,"$238,901 ","$345,623 ",Yes
60432,"Joliet, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,17%,28%,13%,$148k - $183k,"$148,161 ","$182,988 ",
60433,"Joliet, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,20%,27%,18%,$150k - $182k,"$149,983 ","$181,906 ",
60435,"Joliet, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Moderate,18%,27%,18%,$198k - $257k,"$197,859 ","$257,150 ",
60436,"Joliet, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,21%,27%,16%,$163k - $202k,"$162,889 ","$202,046 ",
60438,"Lansing, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,14%,27%,24%,$148k - $220k,"$148,264 ","$220,300 ",
60439,"Lemont, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,11%,27%,26%,$347k - $605k,"$346,669 ","$605,309 ",Yes
60440,"Bolingbrook, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,18%,28%,20%,$222k - $306k,"$221,529 ","$305,779 ",
60441,"Lockport, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,18%,30%,18%,$245k - $413k,"$244,966 ","$412,926 ",
60443,"Matteson, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,15%,29%,24%,$182k - $304k,"$182,233 ","$304,036 ",
60445,"Midlothian, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,19%,25%,26%,$179k - $255k,"$178,763 ","$255,439 ",
60446,"Romeoville, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,17%,31%,14%,$233k - $319k,"$232,588 ","$318,833 ",Yes
60448,"Mokena, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Moderate,14%,28%,25%,$292k - $488k,"$292,199 ","$487,708 ",Yes
60451,"New Lenox, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Moderate,15%,30%,21%,$272k - $449k,"$272,008 ","$448,581 ",
60452,"Oak Forest, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,28%,23%,$220k - $299k,"$219,947 ","$298,625 ",
60453,"Oak Lawn, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,17%,24%,24%,$224k - $325k,"$224,402 ","$325,321 ",
60455,"Bridgeview, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,18%,26%,20%,$247k - $316k,"$246,872 ","$315,748 ",
60456,"Hometown, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,15%,30%,21%,$183k - $230k,"$182,659 ","$230,072 ",
60457,"Hickory Hills, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,14%,29%,22%,$242k - $364k,"$242,063 ","$363,529 ",Yes
60458,"Justice, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,23%,26%,17%,$247k - $333k,"$246,518 ","$333,404 ",
60459,"Burbank, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,26%,22%,$244k - $305k,"$244,495 ","$305,252 ",
60462,"Orland Park, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,15%,25%,28%,$278k - $447k,"$278,302 ","$446,680 ",Yes
60463,"Palos Heights, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,12%,21%,30%,$293k - $427k,"$292,571 ","$426,815 ",
60464,"Palos Park, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,10%,23%,31%,$305k - $566k,"$305,219 ","$565,750 ",Yes
60465,"Palos Hills, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,15%,26%,23%,$250k - $412k,"$249,722 ","$412,064 ",Yes
60467,"Orland Park, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Liberal,11%,25%,30%,$330k - $562k,"$330,189 ","$561,796 ",
60469,"Posen, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,13%,24%,15%,$138k - $176k,"$137,787 ","$175,750 ",
60472,"Robbins, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,21%,21%,23%,$61k - $138k,"$61,117 ","$137,962 ",
60473,"South Holland, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,14%,27%,23%,$167k - $244k,"$166,756 ","$243,566 ",
60475,"Steger, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,18%,27%,24%,$109k - $180k,"$109,479 ","$180,382 ",
60476,"Thornton, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Liberal,20%,24%,26%,$148k - $181k,"$147,925 ","$180,604 ",
60477,"Tinley Park, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,19%,23%,25%,$239k - $374k,"$239,422 ","$374,496 ",
60478,"Country Club Hills, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,24%,24%,$144k - $228k,"$144,249 ","$228,266 ",
60480,"Willow Springs, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,18%,24%,29%,$285k - $542k,"$284,965 ","$542,182 ",
60482,"Worth, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,18%,29%,24%,$209k - $297k,"$209,175 ","$297,422 ",
60487,"Tinley Park, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,17%,26%,25%,$297k - $453k,"$297,426 ","$453,164 ",
60490,"Bolingbrook, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,15%,34%,14%,$298k - $431k,"$297,644 ","$431,083 ",
60491,"Homer Glen, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,14%,25%,28%,$341k - $485k,"$341,075 ","$484,628 ",
60501,"Summit Argo, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,18%,25%,15%,$230k - $281k,"$230,484 ","$280,993 ",
60502,"Aurora, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,15%,35%,17%,$268k - $510k,"$267,765 ","$509,960 ",
60503,"Aurora, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Moderate,14%,35%,12%,$249k - $394k,"$249,009 ","$394,086 ",
60504,"Aurora, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,20%,32%,14%,$229k - $401k,"$229,031 ","$400,813 ",
60505,"Aurora, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Moderate,18%,27%,13%,$180k - $217k,"$179,690 ","$217,118 ",
60506,"Aurora, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Moderate,15%,27%,18%,$213k - $296k,"$212,867 ","$295,517 ",
60510,"Batavia, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Moderate,13%,29%,23%,$282k - $459k,"$281,710 ","$458,943 ",
60513,"Brookfield, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,15%,31%,20%,$291k - $367k,"$290,914 ","$367,397 ",
60514,"Clarendon Hills, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,7%,34%,18%,$364k - $1.04m,"$364,049 ","$1,038,226 ",Yes
60515,"Downers Grove, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,15%,26%,25%,$325k - $732k,"$324,509 ","$731,865 ",
60516,"Downers Grove, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,15%,25%,29%,$288k - $569k,"$287,944 ","$568,819 ",
60517,"Woodridge, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,20%,28%,24%,$251k - $461k,"$251,098 ","$460,978 ",
60521,"Hinsdale, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,7%,29%,23%,$554k - $1.33m,"$553,543 ","$1,325,355 ",Yes
60523,"Oak Brook, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,7%,21%,34%,$582k - $1.15m,"$582,115 ","$1,147,964 ",Yes
60525,"La Grange, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Liberal,12%,27%,23%,$338k - $714k,"$338,253 ","$713,909 ",
60526,"La Grange Park, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,13%,29%,21%,$346k - $585k,"$345,732 ","$584,992 ",Yes
60527,"Willowbrook, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Liberal,11%,27%,29%,$308k - $913k,"$307,729 ","$912,787 ",
60532,"Lisle, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,22%,26%,22%,$276k - $551k,"$276,368 ","$550,918 ",
60534,"Lyons, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,23%,24%,20%,$237k - $290k,"$237,069 ","$289,590 ",
60538,"Montgomery, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,18%,28%,15%,$216k - $328k,"$216,104 ","$327,670 ",
60540,"Naperville, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,13%,28%,23%,$349k - $680k,"$349,187 ","$680,246 ",Yes
60542,"North Aurora, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,16%,31%,21%,$248k - $410k,"$248,181 ","$409,576 ",
60543,"Oswego, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,14%,32%,17%,$243k - $398k,"$242,565 ","$397,644 ",
60544,"Plainfield, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,13%,28%,18%,$259k - $421k,"$258,825 ","$420,745 ",
60546,"Riverside, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,13%,28%,22%,$321k - $609k,"$320,511 ","$608,671 ",Yes
60554,"Sugar Grove, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Moderate,12%,28%,29%,$278k - $404k,"$277,548 ","$403,578 ",
60555,"Warrenville, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Liberal,19%,28%,21%,$248k - $452k,"$247,948 ","$451,771 ",
60558,"Western Springs, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,7%,27%,23%,$507k - $899k,"$507,355 ","$899,424 ",Yes
60559,"Westmont, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,20%,26%,24%,$299k - $607k,"$299,007 ","$607,481 ",Yes
60561,"Darien, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,13%,27%,28%,$320k - $537k,"$320,426 ","$537,133 ",
60563,"Naperville, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Liberal,21%,28%,18%,$290k - $618k,"$289,518 ","$617,668 ",
60564,"Naperville, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,11%,36%,18%,$322k - $644k,"$321,564 ","$643,911 ",Yes
60565,"Naperville, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,13%,29%,24%,$293k - $606k,"$293,303 ","$606,236 ",Yes
60585,"Plainfield, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Moderate,10%,36%,13%,$295k - $498k,"$295,316 ","$497,583 ",Yes
60586,"Plainfield, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Moderate,16%,32%,14%,$253k - $347k,"$253,019 ","$347,219 ",
60601,"Chicago, IL",Illinois,Midwest,Big City Apartments,Somewhat Diverse,Liberal,38%,28%,15%,$957k - $1.96m,"$957,019 ","$1,961,205 ",
60602,"Chicago, IL",Illinois,Midwest,Big City Apartments,Diverse,Liberal,53%,32%,1%,$900k - $2.36m,"$899,586 ","$2,364,382 ",
60603,"Chicago, IL",Illinois,Midwest,Big City Apartments,Diverse,Liberal,32%,15%,26%,$1.08m - $2.03m,"$1,084,405 ","$2,028,283 ",
60604,"Chicago, IL",Illinois,Midwest,Big City Apartments,Diverse,Liberal,40%,14%,29%,$698k - $2.08m,"$698,235 ","$2,082,238 ",
60605,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,34%,27%,19%,$681k - $1.51m,"$681,328 ","$1,507,843 ",
60606,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,42%,29%,25%,$814k - $1.37m,"$814,124 ","$1,371,604 ",
60607,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,39%,24%,9%,$621k - $1.19m,"$621,013 ","$1,186,252 ",
60608,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,29%,26%,15%,$363k - $504k,"$362,849 ","$504,472 ",
60609,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,21%,26%,16%,$224k - $279k,"$224,393 ","$278,981 ",
60610,"Chicago, IL",Illinois,Midwest,Big City Apartments,Somewhat Diverse,Liberal,40%,20%,20%,$715k - $2.05m,"$714,787 ","$2,052,271 ",
60611,"Chicago, IL",Illinois,Midwest,Big City Apartments,Somewhat Diverse,Liberal,35%,21%,28%,$1.06m - $2.27m,"$1,056,617 ","$2,271,271 ",
60612,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,26%,25%,15%,$338k - $692k,"$337,803 ","$691,537 ",
60613,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Somewhat Diverse,Liberal,41%,27%,13%,$486k - $1.35m,"$485,502 ","$1,350,712 ",
60614,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Somewhat Diverse,Liberal,42%,21%,13%,$669k - $1.82m,"$668,914 ","$1,824,444 ",
60615,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,28%,23%,19%,$269k - $765k,"$269,347 ","$764,516 ",
60616,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,28%,24%,20%,$448k - $618k,"$447,798 ","$618,499 ",
60617,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,26%,19%,$152k - $198k,"$152,227 ","$198,267 ",
60618,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Somewhat Diverse,Liberal,27%,30%,14%,$491k - $978k,"$491,464 ","$978,195 ",
60619,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,17%,24%,26%,$180k - $231k,"$180,408 ","$230,637 ",
60620,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,17%,24%,23%,$189k - $221k,"$189,160 ","$220,624 ",
60621,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,20%,21%,21%,$95k - $111k,"$95,063 ","$111,467 ",
60622,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Somewhat Diverse,Liberal,44%,27%,9%,$584k - $1.23m,"$583,969 ","$1,232,167 ",
60623,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,21%,24%,15%,$202k - $234k,"$201,714 ","$234,004 ",
60624,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,19%,24%,15%,$197k - $240k,"$197,010 ","$240,437 ",
60625,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,27%,29%,15%,$407k - $825k,"$407,095 ","$824,955 ",
60626,"Chicago, IL",Illinois,Midwest,Big City Apartments,Diverse,Liberal,27%,28%,17%,$278k - $679k,"$277,850 ","$678,587 ",
60628,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,17%,24%,22%,$148k - $156k,"$147,804 ","$156,082 ",
60629,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,20%,25%,16%,$248k - $264k,"$248,170 ","$263,647 ",
60630,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,17%,28%,23%,$385k - $460k,"$385,057 ","$460,015 ",
60631,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,17%,29%,22%,$404k - $594k,"$403,726 ","$593,849 ",
60632,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,20%,26%,15%,$261k - $280k,"$261,455 ","$279,723 ",
60633,"Chicago, IL",Illinois,Midwest,Suburban Yards,Somewhat Diverse,Liberal,17%,28%,20%,$149k - $179k,"$148,754 ","$178,628 ",
60634,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,18%,28%,22%,$351k - $401k,"$350,813 ","$400,856 ",
60636,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,24%,23%,$103k - $123k,"$103,221 ","$122,566 ",
60637,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,20%,22%,18%,$198k - $385k,"$198,404 ","$384,927 ",
60638,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,17%,28%,20%,$300k - $343k,"$300,221 ","$342,901 ",
60639,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,20%,27%,17%,$318k - $348k,"$317,523 ","$347,986 ",
60640,"Chicago, IL",Illinois,Midwest,Big City Apartments,Diverse,Liberal,29%,31%,18%,$418k - $1.15m,"$417,869 ","$1,147,651 ",
60641,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,21%,28%,19%,$374k - $458k,"$374,497 ","$458,059 ",
60642,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,50%,23%,11%,$585k - $973k,"$585,072 ","$973,097 ",
60643,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,14%,27%,24%,$178k - $393k,"$178,298 ","$393,013 ",
60644,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,19%,23%,20%,$212k - $282k,"$212,208 ","$282,399 ",
60645,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,18%,26%,18%,$287k - $577k,"$286,644 ","$576,608 ",
60646,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,14%,29%,21%,$441k - $666k,"$440,984 ","$665,672 ",
60647,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Somewhat Diverse,Liberal,36%,27%,12%,$519k - $851k,"$519,225 ","$851,009 ",
60649,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,18%,26%,22%,$161k - $295k,"$160,518 ","$295,221 ",
60651,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,19%,25%,18%,$264k - $295k,"$264,294 ","$295,035 ",
60652,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,17%,28%,19%,$246k - $274k,"$246,195 ","$274,453 ",
60653,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,18%,26%,19%,$294k - $458k,"$294,341 ","$458,204 ",
60654,"Chicago, IL",Illinois,Midwest,Big City Apartments,Somewhat Diverse,Liberal,47%,30%,13%,$798k - $2.28m,"$797,863 ","$2,275,528 ",
60655,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,15%,27%,22%,$297k - $380k,"$296,815 ","$380,153 ",
60656,"Chicago, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,20%,29%,23%,$369k - $512k,"$369,334 ","$511,976 ",
60657,"Chicago, IL",Illinois,Midwest,Big City Apartments,Somewhat Diverse,Liberal,47%,24%,12%,$584k - $1.41m,"$584,267 ","$1,410,272 ",
60659,"Chicago, IL",Illinois,Midwest,Urban Apartments / Homes,Diverse,Liberal,22%,26%,19%,$320k - $542k,"$319,999 ","$542,425 ",
60660,"Chicago, IL",Illinois,Midwest,Big City Apartments,Diverse,Liberal,28%,28%,21%,$381k - $876k,"$381,269 ","$875,709 ",
60661,"Chicago, IL",Illinois,Midwest,Big City Apartments,Diverse,Liberal,55%,28%,7%,$658k - $968k,"$657,601 ","$968,167 ",
60706,"Harwood Heights, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,15%,25%,26%,$346k - $485k,"$345,868 ","$485,148 ",
60707,"Elmwood Park, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,17%,28%,22%,$322k - $392k,"$321,564 ","$391,617 ",
60712,"Lincolnwood, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,12%,23%,27%,$398k - $644k,"$398,376 ","$644,293 ",Yes
60714,"Niles, IL",Illinois,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,15%,24%,25%,$347k - $528k,"$347,363 ","$528,035 ",
60803,"Alsip, IL",Illinois,Midwest,Suburban Yards,Diverse,Liberal,18%,25%,22%,$210k - $271k,"$209,612 ","$270,501 ",
60804,"Cicero, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,21%,26%,14%,$242k - $277k,"$242,079 ","$277,017 ",
60805,"Evergreen Park, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,16%,28%,21%,$234k - $299k,"$234,172 ","$299,166 ",
60827,"Riverdale, IL",Illinois,Midwest,Small Lawn Neighborhoods,Diverse,Liberal,18%,25%,20%,$109k - $138k,"$109,435 ","$138,474 ",
62060,"Madison, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,19%,28%,23%,$40k - $46k,"$40,164 ","$46,455 ",
62201,"East Saint Louis, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,23%,18%,12%,$48k - $51k,"$47,699 ","$51,133 ",
62206,"East Saint Louis, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,18%,27%,19%,$44k - $58k,"$43,588 ","$58,145 ",
62207,"East Saint Louis, IL",Illinois,Midwest,Suburban Yards,Diverse,Moderate,16%,19%,23%,$36k - $47k,"$36,486 ","$47,064 ",
62236,"Columbia, IL",Illinois,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Conservative,13%,29%,22%,$205k - $377k,"$205,396 ","$376,956 ",Yes
62239,"Dupo, IL",Illinois,Midwest,Suburban Yards,Not Very Diverse,Moderate,11%,31%,22%,$110k - $157k,"$109,559 ","$157,116 ",
63005,"Chesterfield, MO",Missouri,Midwest,Suburban Yards,Somewhat Diverse,Conservative,9%,31%,25%,$507k - $788k,"$506,911 ","$787,576 ",
63010,"Arnold, MO",Missouri,Midwest,Suburban Yards,Not Very Diverse,Conservative,17%,26%,23%,$202k - $315k,"$201,885 ","$315,474 ",
63011,"Ballwin, MO",Missouri,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Liberal,12%,26%,25%,$293k - $446k,"$292,590 ","$446,201 ",
63017,"Chesterfield, MO",Missouri,Midwest,Suburban Yards,Somewhat Diverse,Liberal,12%,23%,28%,$343k - $548k,"$342,968 ","$548,143 ",
63021,"Ballwin, MO",Missouri,Midwest,Small Lawn Neighborhoods,Somewhat Diverse,Liberal,16%,27%,24%,$251k - $473k,"$251,233 ","$473,351 ",
63025,"Eureka, MO",Missouri,Midwest,Small Lawn Neighborhoods,Not Very Diverse,Conservative,10%,29%,25%,$272k - $495k,"$272,294 ","$494,804 ",
63026,"Fenton, MO",Missouri,Midwest,Suburban Yards,Not Very Diverse,Conservative,15%,29%,23%,$233k - $442k,"$233,388 ","$442,299 ",
63038,"Glencoe, MO",Missouri,Midwest,Suburban Yards,Not Very Diverse,Liberal,9%,31%,28%,$314k - $658k,"$313,608 ","$657,508 ",
63040,"Grover, MO",Missouri,Midwest,Suburban Yards,Not Very Diverse,Liberal,10%,31%,21%,$289k - $478k,"$288,915 ","$477,799 ",
63042,"Hazelwood, MO",Missouri,Midwest,Suburban Yards,Diverse,Liberal,18%,29%,20%,$135k - $195k,"$134,587 ","$195,124 ",
