TaxType,State,Deduction,RangeMin,RangeMax,RangeTax,LocalTax,Tax
,,,,,,33625,0.00%
,,,,,,33626,0.00%
,,,,,,33629,0.00%
,,,,,,33634,0.00%
,,,,,,33635,0.00%
,,,,,,33637,0.00%
,,,,,,33647,0.00%
,,,,,,33701,0.00%
,,,,,,33702,0.00%
,,,,,,33703,0.00%
,,,,,,33704,0.00%
,,,,,,33705,0.00%
,,,,,,33706,0.00%
,,,,,,33707,0.00%
,,,,,,33709,0.00%
,,,,,,33710,0.00%
,,,,,,33711,0.00%
,,,,,,33712,0.00%
,,,,,,33713,0.00%
,,,,,,33714,0.00%
,,,,,,33715,0.00%
,,,,,,33716,0.00%
,,,,,,33755,0.00%
,,,,,,33756,0.00%
,,,,,,33759,0.00%
,,,,,,33760,0.00%
,,,,,,33761,0.00%
,,,,,,33762,0.00%
,,,,,,33763,0.00%
,,,,,,33764,0.00%
,,,,,,33765,0.00%
,,,,,,33767,0.00%
,,,,,,33770,0.00%
,,,,,,33771,0.00%
,,,,,,33772,0.00%
,,,,,,33773,0.00%
,,,,,,33774,0.00%
,,,,,,33776,0.00%
,,,,,,33777,0.00%
,,,,,,33778,0.00%
,,,,,,33781,0.00%
,,,,,,33782,0.00%
,,,,,,33785,0.00%
,,,,,,33786,0.00%
,,,,,,33901,0.00%
,,,,,,33904,0.00%
,,,,,,33905,0.00%
,,,,,,33907,0.00%
,,,,,,33908,0.00%
,,,,,,33912,0.00%
,,,,,,33913,0.00%
,,,,,,33914,0.00%
,,,,,,33916,0.00%
,,,,,,33919,0.00%
,,,,,,33928,0.00%
,,,,,,33931,0.00%
,,,,,,33966,0.00%
,,,,,,33967,0.00%
,,,,,,33973,0.00%
,,,,,,33976,0.00%
,,,,,,33990,0.00%
,,,,,,34102,0.00%
,,,,,,34103,0.00%
,,,,,,34104,0.00%
,,,,,,34105,0.00%
,,,,,,34108,0.00%
,,,,,,34109,0.00%
,,,,,,34110,0.00%
,,,,,,34112,0.00%
,,,,,,34113,0.00%
,,,,,,34114,0.00%
,,,,,,34116,0.00%
,,,,,,34119,0.00%
,,,,,,34120,0.00%
,,,,,,34134,0.00%
,,,,,,34135,0.00%
,,,,,,34203,0.00%
,,,,,,34205,0.00%
,,,,,,34207,0.00%
,,,,,,34208,0.00%
,,,,,,34209,0.00%
,,,,,,34210,0.00%
,,,,,,34212,0.00%
,,,,,,34215,0.00%
,,,,,,34217,0.00%
,,,,,,34219,0.00%
,,,,,,34221,0.00%
,,,,,,34222,0.00%
,,,,,,34637,0.00%
,,,,,,34638,0.00%
,,,,,,34639,0.00%
,,,,,,34652,0.00%
,,,,,,34653,0.00%
,,,,,,34654,0.00%
,,,,,,34655,0.00%
,,,,,,34668,0.00%
,,,,,,34677,0.00%
,,,,,,34681,0.00%
,,,,,,34683,0.00%
,,,,,,34684,0.00%
,,,,,,34685,0.00%
,,,,,,34688,0.00%
,,,,,,34689,0.00%
,,,,,,34690,0.00%
,,,,,,34691,0.00%
,,,,,,34695,0.00%
,,,,,,34698,0.00%
,,,,,,34734,0.00%
,,,,,,34741,0.00%
,,,,,,34743,0.00%
,,,,,,34744,0.00%
,,,,,,34746,0.00%
,,,,,,34760,0.00%
,,,,,,34761,0.00%
,,,,,,34769,0.00%
,,,,,,34786,0.00%
,,,,,,34787,0.00%
,,,,,,34990,0.00%
,,,,,,34994,0.00%
,,,,,,34996,0.00%
,,,,,,34997,0.00%
,,,,,,37013,0.00%
,,,,,,37027,0.00%
,,,,,,37064,0.00%
,,,,,,37067,0.00%
,,,,,,37069,0.00%
,,,,,,37082,0.00%
,,,,,,37085,0.00%
,,,,,,37115,0.00%
,,,,,,37127,0.00%
,,,,,,37128,0.00%
,,,,,,37129,0.00%
,,,,,,37130,0.00%
,,,,,,37135,0.00%
,,,,,,37143,0.00%
,,,,,,37149,0.00%
,,,,,,37167,0.00%
,,,,,,37179,0.00%
,,,,,,37189,0.00%
,,,,,,37203,0.00%
,,,,,,37204,0.00%
,,,,,,37205,0.00%
,,,,,,37206,0.00%
,,,,,,37207,0.00%
,,,,,,37208,0.00%
,,,,,,37209,0.00%
,,,,,,37210,0.00%
,,,,,,37211,0.00%
,,,,,,37212,0.00%
,,,,,,37214,0.00%
,,,,,,37215,0.00%
,,,,,,37216,0.00%
,,,,,,37217,0.00%
,,,,,,37218,0.00%
,,,,,,37220,0.00%
,,,,,,37221,0.00%
,,,,,,37302,0.00%
,,,,,,37341,0.00%
,,,,,,37343,0.00%
,,,,,,37350,0.00%
,,,,,,37353,0.00%
,,,,,,37363,0.00%
,,,,,,37377,0.00%
,,,,,,37402,0.00%
,,,,,,37403,0.00%
,,,,,,37404,0.00%
,,,,,,37405,0.00%
,,,,,,37406,0.00%
,,,,,,37407,0.00%
,,,,,,37408,0.00%
,,,,,,37409,0.00%
,,,,,,37410,0.00%
,,,,,,37411,0.00%
,,,,,,37412,0.00%
,,,,,,37415,0.00%
,,,,,,37416,0.00%
,,,,,,37419,0.00%
,,,,,,37421,0.00%
,,,,,,38002,0.00%
,,,,,,38016,0.00%
,,,,,,38017,0.00%
,,,,,,38018,0.00%
,,,,,,38028,0.00%
,,,,,,38103,0.00%
,,,,,,38104,0.00%
,,,,,,38105,0.00%
,,,,,,38106,0.00%
,,,,,,38107,0.00%
,,,,,,38108,0.00%
,,,,,,38111,0.00%
,,,,,,38112,0.00%
,,,,,,38114,0.00%
,,,,,,38115,0.00%
,,,,,,38116,0.00%
,,,,,,38117,0.00%
,,,,,,38118,0.00%
,,,,,,38119,0.00%
,,,,,,38120,0.00%
,,,,,,38122,0.00%
,,,,,,38125,0.00%
,,,,,,38126,0.00%
,,,,,,38128,0.00%
,,,,,,38133,0.00%
,,,,,,38134,0.00%
,,,,,,38135,0.00%
,,,,,,38138,0.00%
,,,,,,38139,0.00%
,,,,,,38141,0.00%
,,,,,,38654,0.00%
,,,,,,40010,0.00%
,,,,,,40014,0.00%
,,,,,,40025,0.00%
,,,,,,40026,0.00%
,,,,,,40056,0.00%
,,,,,,40059,0.00%
,,,,,,40118,0.00%
,,,,,,40202,0.00%
,,,,,,40203,0.00%
,,,,,,40204,0.00%
,,,,,,40205,0.00%
,,,,,,40206,0.00%
,,,,,,40207,0.00%
,,,,,,40208,0.00%
,,,,,,40210,0.00%
,,,,,,40211,0.00%
,,,,,,40212,0.00%
,,,,,,40213,0.00%
,,,,,,40214,0.00%
,,,,,,40215,0.00%
,,,,,,40216,0.00%
,,,,,,40217,0.00%
,,,,,,40218,0.00%
,,,,,,40219,0.00%
,,,,,,40220,0.00%
,,,,,,40222,0.00%
,,,,,,40223,0.00%
,,,,,,40228,0.00%
,,,,,,40229,0.00%
,,,,,,40241,0.00%
,,,,,,40242,0.00%
,,,,,,40243,0.00%
,,,,,,40245,0.00%
,,,,,,40291,0.00%
,,,,,,40299,0.00%
,,,,,,40356,2.50%
,,,,,,40502,0.00%
,,,,,,40503,0.00%
,,,,,,40504,0.00%
,,,,,,40505,0.00%
,,,,,,40507,0.00%
,,,,,,40508,0.00%
,,,,,,40509,0.00%
,,,,,,40510,0.00%
,,,,,,40511,0.00%
,,,,,,40513,0.00%
,,,,,,40514,0.00%
,,,,,,40515,0.00%
,,,,,,40516,0.00%
,,,,,,40517,0.00%
,,,,,,41005,0.15%
,,,,,,41011,
,,,,,,41014,
,,,,,,41015,0.00%
,,,,,,41016,
,,,,,,41017,0.00%
,,,,,,41018,
,,,,,,41042,0.25%
,,,,,,41048,0.15%
,,,,,,41051,
,,,,,,41071,3.55%
,,,,,,41073,3.55%
,,,,,,41074,3.05%
,,,,,,41075,2.30%
,,,,,,41076,3.55%
,,,,,,41085,1.05%
,,,,,,41091,0.15%
,,,,,,41094,0.15%
,,,,,,43004,0.00%
,,,,,,43016,2.00%
,,,,,,43017,2.00%
,,,,,,43021,1.00%
,,,,,,43026,2.00%
,,,,,,43035,0.00%
,,,,,,43054,2.00%
,,,,,,43064,1.50%
,,,,,,43065,0.75%
,,,,,,43068,2.50%
,,,,,,43077,0.00%
,,,,,,43081,2.00%
,,,,,,43082,2.00%
,,,,,,43085,2.50%
,,,,,,43119,0.00%
,,,,,,43123,2.00%
,,,,,,43201,2.50%
,,,,,,43202,2.50%
,,,,,,43203,2.50%
,,,,,,43204,2.50%
,,,,,,43205,2.50%
,,,,,,43206,2.50%
,,,,,,43207,2.50%
,,,,,,43209,2.50%
,,,,,,43211,2.50%
,,,,,,43212,2.50%
,,,,,,43213,2.50%
,,,,,,43214,2.50%
,,,,,,43215,2.50%
,,,,,,43219,2.50%
,,,,,,43220,2.50%
,,,,,,43221,2.50%
,,,,,,43222,2.50%
,,,,,,43223,2.50%
,,,,,,43224,2.50%
,,,,,,43227,2.50%
,,,,,,43228,2.50%
,,,,,,43229,2.50%
,,,,,,43230,2.50%
,,,,,,43231,2.50%
,,,,,,43232,2.50%
,,,,,,43235,2.50%
,,,,,,43240,2.50%
,,,,,,43611,2.25%
,,,,,,44011,1.75%
,,,,,,44012,1.50%
,,,,,,44017,2.00%
,,,,,,44022,1.85%
,,,,,,44026,0.00%
,,,,,,44028,0.00%
,,,,,,44035,2.25%
,,,,,,44039,1.00%
,,,,,,44040,1.00%
,,,,,,44052,2.50%
,,,,,,44054,2.00%
,,,,,,44055,2.50%
,,,,,,44056,2.50%
,,,,,,44067,2.00%
,,,,,,44070,2.00%
,,,,,,44072,0.00%
,,,,,,44087,2.00%
,,,,,,44092,2.00%
,,,,,,44094,2.00%
,,,,,,44095,2.00%
,,,,,,44102,2.50%
,,,,,,44103,2.50%
,,,,,,44104,2.50%
,,,,,,44105,2.50%
,,,,,,44106,2.50%
,,,,,,44107,1.50%
,,,,,,44108,2.50%
,,,,,,44109,2.50%
,,,,,,44110,2.50%
,,,,,,44111,2.50%
,,,,,,44112,2.50%
,,,,,,44113,2.50%
,,,,,,44114,2.50%
,,,,,,44115,2.50%
,,,,,,44116,2.00%
,,,,,,44117,2.85%
,,,,,,44118,2.50%
,,,,,,44119,2.50%
,,,,,,44120,2.50%
,,,,,,44121,2.50%
,,,,,,44122,2.00%
,,,,,,44123,2.85%
,,,,,,44124,2.50%
,,,,,,44125,2.50%
,,,,,,44126,2.50%
,,,,,,44127,2.50%
,,,,,,44128,2.50%
,,,,,,44129,2.50%
,,,,,,44130,2.50%
,,,,,,44131,2.00%
,,,,,,44132,2.85%
,,,,,,44133,2.00%
,,,,,,44134,2.50%
,,,,,,44135,2.50%
,,,,,,44136,2.00%
,,,,,,44137,2.50%
,,,,,,44138,1.50%
,,,,,,44139,2.00%
,,,,,,44140,1.50%
,,,,,,44141,2.00%
,,,,,,44142,0.00%
,,,,,,44143,2.50%
,,,,,,44144,2.50%
,,,,,,44145,1.50%
,,,,,,44146,3.00%
,,,,,,44147,2.00%
,,,,,,44149,2.00%
,,,,,,44202,2.00%
,,,,,,44203,2.25%
,,,,,,44212,2.00%
,,,,,,44221,2.00%
,,,,,,44223,2.00%
,,,,,,44224,2.00%
,,,,,,44233,0.00%
,,,,,,44236,2.00%
,,,,,,44241,2.00%
,,,,,,44250,2.25%
,,,,,,44262,2.25%
,,,,,,44264,2.00%
,,,,,,44278,2.00%
,,,,,,44280,0.00%
,,,,,,44286,2.00%
,,,,,,44301,2.50%
,,,,,,44302,2.50%
,,,,,,44304,2.50%
,,,,,,44305,2.50%
,,,,,,44306,2.50%
,,,,,,44307,2.50%
,,,,,,44310,2.50%
,,,,,,44311,2.50%
,,,,,,44312,2.50%
,,,,,,44313,2.50%
,,,,,,44314,2.50%
,,,,,,44319,2.50%
,,,,,,44320,2.50%
,,,,,,44321,2.50%
,,,,,,44333,2.50%
,,,,,,45011,2.00%
,,,,,,45014,1.50%
,,,,,,45015,2.00%
,,,,,,45034,0.00%
,,,,,,45039,1.00%
,,,,,,45040,1.12%
,,,,,,45050,2.00%
,,,,,,45065,1.00%
,,,,,,45069,0.00%
,,,,,,45111,0.00%
,,,,,,45140,1.00%
,,,,,,45147,0.00%
,,,,,,45150,1.00%
,,,,,,45174,0.00%
,,,,,,45202,2.10%
,,,,,,45204,2.10%
,,,,,,45205,2.10%
,,,,,,45206,2.10%
,,,,,,45207,2.10%
,,,,,,45208,2.10%
,,,,,,45209,2.10%
,,,,,,45211,2.10%
,,,,,,45212,2.10%
,,,,,,45213,2.10%
,,,,,,45214,2.10%
,,,,,,45215,2.10%
,,,,,,45216,2.10%
,,,,,,45217,2.10%
,,,,,,45218,2.10%
,,,,,,45219,2.10%
,,,,,,45220,2.10%
,,,,,,45223,2.10%
,,,,,,45224,2.10%
,,,,,,45225,2.10%
,,,,,,45226,2.10%
,,,,,,45227,2.10%
,,,,,,45229,2.10%
,,,,,,45230,2.10%
,,,,,,45231,2.10%
,,,,,,45232,2.10%
,,,,,,45233,2.10%
,,,,,,45236,2.10%
,,,,,,45237,2.10%
,,,,,,45238,2.10%
,,,,,,45239,2.10%
,,,,,,45240,2.10%
,,,,,,45241,2.10%
,,,,,,45242,2.10%
,,,,,,45243,2.10%
,,,,,,45244,2.10%
,,,,,,45246,2.10%
,,,,,,45249,2.10%
,,,,,,45251,2.10%
,,,,,,45252,2.10%
,,,,,,45255,2.10%
,,,,,,46032,1.00%
,,,,,,46033,1.00%
,,,,,,46034,1.00%
,,,,,,46037,1.00%
,,,,,,46038,1.00%
,,,,,,46055,1.74%
,,,,,,46060,1.00%
,,,,,,46062,1.00%
,,,,,,46074,1.00%
,,,,,,46075,1.50%
,,,,,,46077,1.50%
,,,,,,46107,2.02%
,,,,,,46112,1.50%
,,,,,,46142,1.00%
,,,,,,46143,1.00%
,,,,,,46162,1.00%
,,,,,,46184,1.00%
,,,,,,46201,2.02%
,,,,,,46202,2.02%
,,,,,,46203,2.02%
,,,,,,46204,2.02%
,,,,,,46205,2.02%
,,,,,,46208,2.02%
,,,,,,46214,2.02%
,,,,,,46216,2.02%
,,,,,,46217,2.02%
,,,,,,46218,2.02%
,,,,,,46219,2.02%
,,,,,,46220,2.02%
,,,,,,46221,2.02%
,,,,,,46222,2.02%
,,,,,,46224,2.02%
,,,,,,46225,2.02%
,,,,,,46226,2.02%
,,,,,,46227,2.02%
,,,,,,46228,2.02%
,,,,,,46229,2.02%
,,,,,,46231,2.02%
,,,,,,46234,2.02%
,,,,,,46235,2.02%
,,,,,,46236,2.02%
,,,,,,46237,2.02%
,,,,,,46239,2.02%
,,,,,,46240,2.02%
,,,,,,46241,2.02%
,,,,,,46250,2.02%
,,,,,,46254,2.02%
,,,,,,46256,2.02%
,,,,,,46259,2.02%
,,,,,,46260,2.02%
,,,,,,46268,2.02%
,,,,,,46278,2.02%
,,,,,,46280,1.00%
,,,,,,46290,1.00%
,,,,,,46307,1.50%
,,,,,,46311,1.50%
,,,,,,46312,1.50%
,,,,,,46319,1.50%
,,,,,,46320,1.50%
,,,,,,46321,1.50%
,,,,,,46322,1.50%
,,,,,,46323,1.50%
,,,,,,46324,1.50%
,,,,,,46327,1.50%
,,,,,,46342,1.50%
,,,,,,46368,0.50%
,,,,,,46373,1.50%
,,,,,,46375,1.50%
,,,,,,46393,0.50%
,,,,,,46394,1.50%
,,,,,,46402,1.50%
,,,,,,46403,1.50%
,,,,,,46404,1.50%
,,,,,,46405,1.50%
,,,,,,46406,1.50%
,,,,,,46407,1.50%
,,,,,,46408,1.50%
,,,,,,46409,1.50%
,,,,,,46410,1.50%
,,,,,,47129,2.00%
,,,,,,47130,2.00%
,,,,,,48009,0.00%
,,,,,,48015,0.00%
,,,,,,48017,0.00%
,,,,,,48021,0.00%
,,,,,,48025,0.00%
,,,,,,48026,0.00%
,,,,,,48030,0.00%
,,,,,,48033,0.00%
,,,,,,48034,0.00%
,,,,,,48035,0.00%
,,,,,,48036,0.00%
,,,,,,48038,0.00%
,,,,,,48043,0.00%
,,,,,,48044,0.00%
,,,,,,48045,0.00%
,,,,,,48066,0.00%
,,,,,,48067,0.00%
,,,,,,48069,0.00%
,,,,,,48070,0.00%
,,,,,,48071,0.00%
,,,,,,48072,0.00%
,,,,,,48073,0.00%
,,,,,,48075,0.00%
,,,,,,48076,0.00%
,,,,,,48080,0.00%
,,,,,,48081,0.00%
,,,,,,48082,0.00%
,,,,,,48083,0.00%
,,,,,,48084,0.00%
,,,,,,48085,0.00%
,,,,,,48088,0.00%
,,,,,,48089,0.00%
,,,,,,48091,0.00%
,,,,,,48092,0.00%
,,,,,,48093,0.00%
,,,,,,48098,0.00%
,,,,,,48103,0.00%
,,,,,,48104,0.00%
,,,,,,48105,0.00%
,,,,,,48108,0.00%
,,,,,,48114,0.00%
,,,,,,48116,0.00%
,,,,,,48120,0.00%
,,,,,,48122,0.00%
,,,,,,48124,0.00%
,,,,,,48125,0.00%
,,,,,,48126,0.00%
,,,,,,48127,0.00%
,,,,,,48128,0.00%
,,,,,,48133,0.00%
,,,,,,48135,0.00%
,,,,,,48141,0.00%
,,,,,,48144,0.00%
,,,,,,48146,0.00%
,,,,,,48150,0.00%
,,,,,,48152,0.00%
,,,,,,48154,0.00%
,,,,,,48165,0.00%
,,,,,,48167,0.00%
,,,,,,48168,0.00%
,,,,,,48169,0.00%
,,,,,,48170,0.00%
,,,,,,48176,0.00%
,,,,,,48177,0.00%
,,,,,,48178,0.00%
,,,,,,48182,0.00%
,,,,,,48184,0.00%
,,,,,,48185,0.00%
,,,,,,48186,0.00%
,,,,,,48187,0.00%
,,,,,,48188,0.00%
,,,,,,48189,0.00%
,,,,,,48198,0.00%
,,,,,,48201,2.40%
,,,,,,48202,2.40%
,,,,,,48203,2.00%
,,,,,,48204,2.40%
,,,,,,48205,2.40%
,,,,,,48206,2.40%
,,,,,,48207,2.40%
,,,,,,48208,2.40%
,,,,,,48209,2.40%
,,,,,,48210,2.40%
,,,,,,48211,2.40%
,,,,,,48212,1.00%
,,,,,,48213,2.40%
,,,,,,48214,2.40%
,,,,,,48215,2.40%
,,,,,,48216,2.40%
,,,,,,48217,2.40%
,,,,,,48218,0.00%
,,,,,,48219,2.40%
,,,,,,48220,0.00%
,,,,,,48221,2.40%
,,,,,,48223,2.40%
,,,,,,48224,2.40%
,,,,,,48225,0.00%
,,,,,,48226,2.40%
,,,,,,48227,2.40%
,,,,,,48228,2.40%
,,,,,,48229,0.00%
,,,,,,48230,0.00%
,,,,,,48234,2.40%
,,,,,,48235,2.40%
,,,,,,48236,0.00%
,,,,,,48237,0.00%
,,,,,,48238,2.40%
,,,,,,48239,0.00%
,,,,,,48240,0.00%
,,,,,,48301,0.00%
,,,,,,48302,0.00%
,,,,,,48304,0.00%
,,,,,,48306,0.00%
,,,,,,48307,0.00%
,,,,,,48309,0.00%
,,,,,,48310,0.00%
,,,,,,48312,0.00%
,,,,,,48313,0.00%
,,,,,,48314,0.00%
,,,,,,48315,0.00%
,,,,,,48316,0.00%
,,,,,,48317,0.00%
,,,,,,48320,0.00%
,,,,,,48322,0.00%
,,,,,,48323,0.00%
,,,,,,48324,0.00%
,,,,,,48326,0.00%
,,,,,,48327,0.00%
,,,,,,48328,0.00%
,,,,,,48329,0.00%
,,,,,,48331,0.00%
,,,,,,48334,0.00%
,,,,,,48335,0.00%
,,,,,,48336,0.00%
,,,,,,48340,1.00%
,,,,,,48341,1.00%
,,,,,,48342,1.00%
,,,,,,48346,0.00%
,,,,,,48348,0.00%
,,,,,,48353,0.00%
,,,,,,48359,0.00%
,,,,,,48360,0.00%
,,,,,,48374,0.00%
,,,,,,48375,0.00%
,,,,,,48377,0.00%
,,,,,,48380,0.00%
,,,,,,48381,0.00%
,,,,,,48382,0.00%
,,,,,,48383,0.00%
,,,,,,48386,0.00%
,,,,,,48390,0.00%
,,,,,,48393,0.00%
,,,,,,49267,0.00%
,,,,,,51510,0.00%
,,,,,,53005,0.00%
,,,,,,53007,0.00%
,,,,,,53012,0.00%
,,,,,,53017,0.00%
,,,,,,53018,0.00%
,,,,,,53033,0.00%
,,,,,,53045,0.00%
,,,,,,53046,0.00%
,,,,,,53051,0.00%
,,,,,,53058,0.00%
,,,,,,53072,0.00%
,,,,,,53074,0.00%
,,,,,,53076,0.00%
,,,,,,53080,0.00%
,,,,,,53089,0.00%
,,,,,,53092,0.00%
,,,,,,53097,0.00%
,,,,,,53103,0.00%
,,,,,,53104,0.00%
,,,,,,53110,0.00%
,,,,,,53122,0.00%
,,,,,,53129,0.00%
,,,,,,53130,0.00%
,,,,,,53132,0.00%
,,,,,,53140,0.00%
,,,,,,53142,0.00%
,,,,,,53143,0.00%
,,,,,,53144,0.00%
,,,,,,53146,0.00%
,,,,,,53150,0.00%
,,,,,,53151,0.00%
,,,,,,53158,0.00%
,,,,,,53177,0.00%
,,,,,,53183,0.00%
,,,,,,53186,0.00%
,,,,,,53188,0.00%
,,,,,,53189,0.00%
,,,,,,53202,0.00%
,,,,,,53204,0.00%
,,,,,,53205,0.00%
,,,,,,53206,0.00%
,,,,,,53207,0.00%
,,,,,,53208,0.00%
,,,,,,53209,0.00%
,,,,,,53210,0.00%
,,,,,,53211,0.00%
,,,,,,53212,0.00%
,,,,,,53213,0.00%
,,,,,,53214,0.00%
,,,,,,53215,0.00%
,,,,,,53216,0.00%
,,,,,,53217,0.00%
,,,,,,53218,0.00%
,,,,,,53219,0.00%
,,,,,,53220,0.00%
,,,,,,53221,0.00%
,,,,,,53222,0.00%
,,,,,,53223,0.00%
,,,,,,53224,0.00%
,,,,,,53225,0.00%
,,,,,,53226,0.00%
,,,,,,53227,0.00%
,,,,,,53228,0.00%
,,,,,,53233,0.00%
,,,,,,53235,0.00%
,,,,,,55001,0.00%
,,,,,,55003,0.00%
,,,,,,55014,0.00%
,,,,,,55016,0.00%
,,,,,,55024,0.00%
,,,,,,55042,0.00%
,,,,,,55043,0.00%
,,,,,,55044,0.00%
,,,,,,55055,0.00%
,,,,,,55068,0.00%
,,,,,,55071,0.00%
,,,,,,55075,0.00%
,,,,,,55076,0.00%
,,,,,,55077,0.00%
,,,,,,55082,0.00%
,,,,,,55090,0.00%
,,,,,,55101,0.00%
,,,,,,55102,0.00%
,,,,,,55103,0.00%
,,,,,,55104,0.00%
,,,,,,55105,0.00%
,,,,,,55106,0.00%
,,,,,,55107,0.00%
,,,,,,55108,0.00%
,,,,,,55109,0.00%
,,,,,,55110,0.00%
,,,,,,55112,0.00%
,,,,,,55113,0.00%
,,,,,,55114,0.00%
,,,,,,55115,0.00%
,,,,,,55116,0.00%
,,,,,,55117,0.00%
,,,,,,55118,0.00%
,,,,,,55119,0.00%
,,,,,,55120,0.00%
,,,,,,55121,0.00%
,,,,,,55122,0.00%
,,,,,,55123,0.00%
,,,,,,55124,0.00%
,,,,,,55125,0.00%
,,,,,,55126,0.00%
,,,,,,55127,0.00%
,,,,,,55128,0.00%
,,,,,,55129,0.00%
,,,,,,55130,0.00%
,,,,,,55303,0.00%
,,,,,,55304,0.00%
,,,,,,55305,0.00%
,,,,,,55306,0.00%
,,,,,,55311,0.00%
,,,,,,55316,0.00%
,,,,,,55317,0.00%
,,,,,,55318,0.00%
,,,,,,55327,0.00%
,,,,,,55331,0.00%
,,,,,,55337,0.00%
,,,,,,55340,0.00%
,,,,,,55343,0.00%
,,,,,,55344,0.00%
,,,,,,55345,0.00%
,,,,,,55346,0.00%
,,,,,,55347,0.00%
,,,,,,55356,0.00%
,,,,,,55369,0.00%
,,,,,,55372,0.00%
,,,,,,55374,0.00%
,,,,,,55378,0.00%
,,,,,,55379,0.00%
,,,,,,55384,0.00%
,,,,,,55391,0.00%
,,,,,,55401,0.00%
,,,,,,55403,0.00%
,,,,,,55404,0.00%
,,,,,,55405,0.00%
,,,,,,55406,0.00%
,,,,,,55407,0.00%
,,,,,,55408,0.00%
,,,,,,55409,0.00%
,,,,,,55410,0.00%
,,,,,,55411,0.00%
,,,,,,55412,0.00%
,,,,,,55413,0.00%
,,,,,,55414,0.00%
,,,,,,55416,0.00%
,,,,,,55417,0.00%
,,,,,,55418,0.00%
,,,,,,55419,0.00%
,,,,,,55420,0.00%
,,,,,,55421,0.00%
,,,,,,55422,0.00%
,,,,,,55423,0.00%
,,,,,,55424,0.00%
,,,,,,55425,0.00%
,,,,,,55426,0.00%
,,,,,,55427,0.00%
,,,,,,55428,0.00%
,,,,,,55429,0.00%
,,,,,,55430,0.00%
,,,,,,55431,0.00%
,,,,,,55432,0.00%
,,,,,,55433,0.00%
,,,,,,55434,0.00%
,,,,,,55435,0.00%
,,,,,,55436,0.00%
,,,,,,55437,0.00%
,,,,,,55438,0.00%
,,,,,,55439,0.00%
,,,,,,55441,0.00%
,,,,,,55442,0.00%
,,,,,,55443,0.00%
,,,,,,55444,0.00%
,,,,,,55445,0.00%
,,,,,,55446,0.00%
,,,,,,55447,0.00%
,,,,,,55448,0.00%
,,,,,,55449,0.00%
,,,,,,55454,0.00%
,,,,,,60004,0.00%
,,,,,,60005,0.00%
,,,,,,60007,0.00%
,,,,,,60008,0.00%
,,,,,,60010,0.00%
,,,,,,60012,0.00%
,,,,,,60013,0.00%
,,,,,,60014,0.00%
,,,,,,60015,0.00%
,,,,,,60016,0.00%
,,,,,,60018,0.00%
,,,,,,60021,0.00%
,,,,,,60022,0.00%
,,,,,,60025,0.00%
,,,,,,60026,0.00%
,,,,,,60030,0.00%
,,,,,,60031,0.00%
,,,,,,60035,0.00%
,,,,,,60040,0.00%
,,,,,,60042,0.00%
,,,,,,60043,0.00%
,,,,,,60044,0.00%
,,,,,,60045,0.00%
,,,,,,60046,0.00%
,,,,,,60047,0.00%
,,,,,,60048,0.00%
,,,,,,60050,0.00%
,,,,,,60051,0.00%
,,,,,,60053,0.00%
,,,,,,60056,0.00%
,,,,,,60060,0.00%
,,,,,,60061,0.00%
,,,,,,60062,0.00%
,,,,,,60064,0.00%
,,,,,,60067,0.00%
,,,,,,60068,0.00%
,,,,,,60069,0.00%
,,,,,,60070,0.00%
,,,,,,60074,0.00%
,,,,,,60076,0.00%
,,,,,,60077,0.00%
,,,,,,60083,0.00%
,,,,,,60084,0.00%
,,,,,,60085,0.00%
,,,,,,60089,0.00%
,,,,,,60090,0.00%
,,,,,,60091,0.00%
,,,,,,60093,0.00%
,,,,,,60096,0.00%
,,,,,,60099,0.00%
,,,,,,60101,0.00%
,,,,,,60102,0.00%
,,,,,,60103,0.00%
,,,,,,60104,0.00%
,,,,,,60106,0.00%
,,,,,,60107,0.00%
,,,,,,60108,0.00%
,,,,,,60110,0.00%
,,,,,,60118,0.00%
,,,,,,60119,0.00%
,,,,,,60120,0.00%
,,,,,,60123,0.00%
,,,,,,60124,0.00%
,,,,,,60126,0.00%
,,,,,,60130,0.00%
,,,,,,60131,0.00%
,,,,,,60133,0.00%
,,,,,,60134,0.00%
,,,,,,60136,0.00%
,,,,,,60137,0.00%
,,,,,,60139,0.00%
,,,,,,60142,0.00%
,,,,,,60143,0.00%
,,,,,,60148,0.00%
,,,,,,60153,0.00%
,,,,,,60154,0.00%
,,,,,,60155,0.00%
,,,,,,60156,0.00%
,,,,,,60157,0.00%
,,,,,,60160,0.00%
,,,,,,60162,0.00%
,,,,,,60163,0.00%
,,,,,,60164,0.00%
,,,,,,60165,0.00%
,,,,,,60169,0.00%
,,,,,,60171,0.00%
,,,,,,60172,0.00%
,,,,,,60173,0.00%
,,,,,,60174,0.00%
,,,,,,60175,0.00%
,,,,,,60176,0.00%
,,,,,,60177,0.00%
,,,,,,60181,0.00%
,,,,,,60184,0.00%
,,,,,,60185,0.00%
,,,,,,60187,0.00%
,,,,,,60188,0.00%
,,,,,,60189,0.00%
,,,,,,60190,0.00%
,,,,,,60191,0.00%
,,,,,,60192,0.00%
,,,,,,60193,0.00%
,,,,,,60194,0.00%
,,,,,,60195,0.00%
,,,,,,60201,0.00%
,,,,,,60202,0.00%
,,,,,,60203,0.00%
,,,,,,60301,0.00%
